CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal (RM),Total_Trans_Amt (RM),Total_Trans_Ct
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,11221,1279,1564,45
714350658,Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,26,18889,1880,2979,55
826478958,Existing Customer,52,M,1,College,Married,RM80K - RM120K,Blue,48,2066,1601,1578,41
719127558,Existing Customer,43,M,2,High School,Divorced,RM80K - RM120K,Blue,31,34516,1075,3015,65
712454958,Existing Customer,40,M,5,Graduate,Single,RM60K - RM80K,Blue,27,2742,1416,1539,38
718561458,Existing Customer,54,M,1,High School,Married,RM60K - RM80K,Blue,36,20050,1225,1306,26
822984108,Existing Customer,34,F,4,High School,Single,Less than RM40K,Blue,30,3046,2279,2330,69
719469333,Existing Customer,33,F,1,High School,Single,Less than RM40K,Blue,25,6193,695,2456,69
720871383,Existing Customer,36,M,2,Graduate,Married,RM80K - RM120K,Blue,28,5634,1996,2366,49
788827308,Existing Customer,65,M,1,Graduate,Married,Less than RM40K,Blue,50,4507,1574,1793,38
710180958,Existing Customer,43,M,3,High School,Single,RM40K - RM60K,Blue,33,3040,2517,1598,31
778346283,Existing Customer,53,M,0,Graduate,Married,RM120K +,Blue,33,21006,1905,1856,57
787547208,Existing Customer,48,F,3,College,Single,Less than RM40K,Blue,38,7326,1710,1852,62
714983283,Attrited Customer,39,F,3,High School,Single,Less than RM40K,Blue,36,3651,0,862,19
789344358,Existing Customer,57,F,1,Unknown,Married,Less than RM40K,Blue,47,3416,2468,1536,42
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3664,0,1168,31
767653233,Existing Customer,48,M,3,Graduate,Married,RM60K - RM80K,Blue,42,6085,930,3154,59
719461008,Existing Customer,51,M,2,High School,Married,RM60K - RM80K,Blue,38,22332,1748,1318,28
789731433,Existing Customer,26,F,0,Unknown,Single,Less than RM40K,Blue,13,2063,1390,2602,42
775198608,Existing Customer,38,F,2,Graduate,Married,Less than RM40K,Blue,32,4429,0,1970,40
717567333,Existing Customer,35,M,3,Graduate,Married,RM60K - RM80K,Blue,26,3991,1982,1661,35
772794108,Existing Customer,46,F,3,Doctorate,Single,Less than RM40K,Blue,36,2201,651,3165,65
712072908,Existing Customer,48,M,4,College,Single,RM80K - RM120K,Blue,36,2852,736,1382,40
709328733,Existing Customer,49,F,2,Uneducated,Married,Less than RM40K,Blue,37,9723,2459,1258,24
788107683,Existing Customer,35,M,4,High School,Married,RM40K - RM60K,Blue,27,5325,1318,1814,43
713757633,Existing Customer,65,F,0,Unknown,Married,RM40K - RM60K,Blue,56,7427,1303,1596,42
713279808,Existing Customer,53,M,2,Unknown,Married,RM60K - RM80K,Blue,36,5619,1310,1816,30
712440483,Existing Customer,54,F,2,Uneducated,Married,Less than RM40K,Blue,44,5413,1836,1164,43
715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,7646,1010,1667,47
709214358,Existing Customer,39,F,3,Graduate,Divorced,Unknown,Blue,30,2420,1422,1362,24
778399008,Existing Customer,50,M,0,High School,Married,RM80K - RM120K,Blue,30,4252,0,1598,45
811534983,Existing Customer,54,F,3,Graduate,Married,Less than RM40K,Blue,49,2031,1069,1943,47
719728383,Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28,6861,1598,2228,39
718726833,Existing Customer,39,M,1,High School,Married,RM80K - RM120K,Blue,28,3327,0,1665,36
780605508,Existing Customer,53,M,1,Unknown,Married,RM40K - RM60K,Blue,41,2885,1433,1170,23
719450508,Existing Customer,53,M,2,High School,Married,RM120K +,Blue,41,7272,2037,2333,56
711213108,Existing Customer,32,M,1,College,Divorced,RM80K - RM120K,Blue,36,34516,0,2305,60
708488208,Existing Customer,57,F,3,Uneducated,Married,Less than RM40K,Blue,47,2515,1922,2231,58
717206508,Existing Customer,65,F,0,High School,Married,Less than RM40K,Blue,36,2798,1806,1543,35
821836008,Existing Customer,57,M,2,Uneducated,Single,RM80K - RM120K,Blue,53,34516,2099,1233,26
807244983,Existing Customer,65,F,0,College,Married,Less than RM40K,Blue,56,1438.3,680,2283,55
821872758,Existing Customer,65,M,0,High School,Single,Less than RM40K,Silver,56,12609,2517,2121,49
809959683,Existing Customer,55,M,2,College,Married,RM80K - RM120K,Blue,50,19159,2108,1813,52
715079208,Existing Customer,54,M,1,College,Married,RM80K - RM120K,Blue,42,9642,2517,1401,35
767049258,Existing Customer,44,M,4,High School,Single,RM120K +,Blue,37,8396,1672,1475,35
709579383,Existing Customer,58,M,1,Uneducated,Married,RM80K - RM120K,Blue,50,6978,1148,1362,26
781923483,Existing Customer,53,F,1,College,Married,RM40K - RM60K,Blue,47,2459,1733,2309,62
718654533,Existing Customer,33,F,1,High School,Single,Less than RM40K,Silver,24,12956,0,2492,56
716169258,Existing Customer,47,F,5,Graduate,Married,Less than RM40K,Blue,39,7128,1560,1468,44
713908683,Existing Customer,51,M,1,Unknown,Single,RM80K - RM120K,Blue,41,18749,1314,1381,33
708212658,Existing Customer,38,F,3,Graduate,Married,Less than RM40K,Blue,18,2193,1260,1799,47
756013833,Existing Customer,57,M,3,Doctorate,Married,RM80K - RM120K,Blue,50,4522,1861,1806,38
719358333,Existing Customer,36,M,4,Uneducated,Married,RM40K - RM60K,Blue,28,2157,574,1663,33
713735508,Existing Customer,35,M,3,Uneducated,Married,RM80K - RM120K,Blue,25,11927,675,1986,36
805259733,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,11341,0,1731,46
738749733,Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,7345,1814,1390,30
814833408,Existing Customer,56,M,2,Doctorate,Married,RM60K - RM80K,Blue,51,6036,1409,1741,45
719182308,Existing Customer,38,F,2,High School,Single,Less than RM40K,Blue,27,2096,1567,1559,49
818497758,Existing Customer,54,F,3,Graduate,Married,Less than RM40K,Blue,49,1906,1271,1343,37
719518308,Existing Customer,48,M,2,Unknown,Unknown,RM80K - RM120K,Blue,35,5039,0,1390,23
709991883,Attrited Customer,53,M,1,Graduate,Married,RM80K - RM120K,Blue,42,6214,1147,938,35
770901258,Existing Customer,30,F,1,Graduate,Married,Less than RM40K,Blue,17,1512,810,2558,44
711499158,Existing Customer,47,M,2,Uneducated,Married,RM80K - RM120K,Silver,38,34516,733,3018,60
720445533,Existing Customer,60,F,1,College,Married,Less than RM40K,Blue,53,3346,922,1276,21
809951133,Attrited Customer,54,M,3,College,Single,RM120K +,Blue,49,34516,0,2115,24
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than RM40K,Blue,28,6660,1362,2660,51
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Less than RM40K,Blue,20,2234,1865,2115,59
771816408,Existing Customer,44,F,4,Uneducated,Married,Less than RM40K,Blue,33,9671,704,2955,66
798158808,Existing Customer,53,F,1,College,Single,RM40K - RM60K,Blue,47,6605,1479,2017,47
787685658,Existing Customer,43,M,2,High School,Divorced,RM80K - RM120K,Blue,33,3083,1898,1448,30
720141408,Attrited Customer,49,F,2,Graduate,Single,Less than RM40K,Blue,31,5456,951,1096,27
788699808,Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4394,0,1538,43
708216108,Existing Customer,56,F,1,College,Married,RM40K - RM60K,Blue,44,4088,1557,2250,39
715074258,Existing Customer,26,F,0,Graduate,Single,RM40K - RM60K,Blue,36,3930,0,2067,42
771653583,Existing Customer,58,M,1,High School,Married,RM60K - RM80K,Blue,46,4188,1147,1276,25
717374358,Existing Customer,33,M,1,Unknown,Married,RM60K - RM80K,Blue,22,3637,1998,2161,56
720836808,Existing Customer,35,M,3,High School,Single,RM80K - RM120K,Blue,28,11521,1147,2260,68
818701383,Existing Customer,37,M,3,High School,Married,RM60K - RM80K,Blue,32,2253,1667,1641,45
717277833,Existing Customer,27,F,1,Graduate,Single,Unknown,Blue,13,2339,2080,2294,45
778137108,Existing Customer,43,M,4,High School,Single,RM80K - RM120K,Blue,37,30503,2517,1860,47
720973833,Existing Customer,49,M,2,Graduate,Divorced,RM60K - RM80K,Blue,36,4596,0,2872,62
768490458,Attrited Customer,49,M,2,Uneducated,Married,RM80K - RM120K,Blue,43,5701,2517,961,32
751487358,Existing Customer,39,F,3,Graduate,Married,Less than RM40K,Blue,32,3221,0,1765,40
712742808,Existing Customer,41,F,3,Uneducated,Married,Less than RM40K,Blue,29,3022,1142,1184,21
712820208,Existing Customer,32,F,0,High School,Divorced,Less than RM40K,Blue,36,2699,1609,2141,56
794649858,Existing Customer,58,F,1,Uneducated,Married,Less than RM40K,Blue,39,2210,1624,1287,37
755262933,Existing Customer,56,M,2,Post-Graduate,Married,RM60K - RM80K,Blue,49,1438.3,0,1446,38
709541433,Existing Customer,37,M,2,Graduate,Married,Less than RM40K,Blue,36,2041,1687,1555,45
820622433,Existing Customer,39,M,1,High School,Married,RM120K +,Blue,34,3250,1698,2006,58
712586583,Existing Customer,26,F,0,Graduate,Single,RM40K - RM60K,Blue,13,1643,1101,2152,50
709816158,Existing Customer,31,F,1,Unknown,Single,Unknown,Silver,36,34516,0,2183,60
712196508,Attrited Customer,46,F,3,High School,Single,Unknown,Blue,34,29543,1164,1015,27
767269908,Existing Customer,36,M,2,College,Married,RM120K +,Blue,29,3158,0,2973,63
710927733,Existing Customer,39,M,1,Unknown,Married,RM80K - RM120K,Blue,36,2899,1999,1687,35
711310908,Existing Customer,53,F,4,College,Married,Less than RM40K,Blue,36,2972,2160,2552,62
788862333,Existing Customer,38,F,3,Uneducated,Married,Less than RM40K,Blue,23,5645,0,1527,32
713194608,Existing Customer,37,M,2,Graduate,Married,Less than RM40K,Blue,36,2463,1751,2171,58
793550958,Existing Customer,47,F,2,Graduate,Married,Less than RM40K,Blue,41,1438.3,0,1501,40
712607583,Existing Customer,56,M,1,College,Divorced,RM80K - RM120K,Blue,36,34516,1477,2395,50
713921058,Existing Customer,55,F,3,High School,Married,Less than RM40K,Blue,48,2897,1601,1337,25
709183683,Existing Customer,31,F,0,Uneducated,Single,Less than RM40K,Blue,36,5391,0,1971,56
713407458,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,36,2870,2284,3946,74
715241583,Existing Customer,34,M,3,High School,Married,RM120K +,Blue,25,23959,2517,1870,45
710475408,Existing Customer,33,M,3,High School,Married,RM60K - RM80K,Blue,25,14918,2028,2171,35
708971583,Existing Customer,38,F,2,Uneducated,Single,Less than RM40K,Blue,29,3590,1924,1472,37
714547458,Existing Customer,65,M,0,Graduate,Married,RM40K - RM60K,Blue,56,2297,0,1941,51
827631483,Existing Customer,57,M,1,High School,Married,RM80K - RM120K,Blue,53,25058,1710,2053,55
711159108,Attrited Customer,58,F,0,High School,Married,Less than RM40K,Blue,36,7418,396,911,26
789262683,Existing Customer,60,M,1,Unknown,Divorced,RM40K - RM60K,Blue,49,3012,0,1315,23
712940508,Existing Customer,39,M,3,Unknown,Single,RM40K - RM60K,Blue,24,4562,1721,1896,50
789733008,Existing Customer,39,F,2,High School,Married,Unknown,Blue,27,10723,1529,2938,63
714703158,Existing Customer,39,F,2,High School,Married,Less than RM40K,Blue,36,1578,760,2017,43
710255208,Existing Customer,60,M,0,Uneducated,Married,Less than RM40K,Blue,49,2094,1560,1969,41
779236083,Existing Customer,37,F,3,High School,Married,Less than RM40K,Blue,19,4138,0,2420,50
713438358,Existing Customer,41,F,4,Graduate,Married,Unknown,Blue,30,5417,1904,1768,56
715973583,Existing Customer,56,M,3,Uneducated,Married,RM120K +,Blue,36,34516,1047,1378,30
794113758,Existing Customer,60,M,0,High School,Married,RM60K - RM80K,Blue,54,9592,1968,1821,55
709452633,Existing Customer,56,F,4,High School,Single,Less than RM40K,Blue,36,8881,2145,2027,49
788210583,Existing Customer,62,M,0,College,Married,RM40K - RM60K,Blue,54,1438.3,0,1843,49
717784983,Existing Customer,41,F,2,Uneducated,Married,Less than RM40K,Blue,33,3893,1157,1536,39
786557358,Existing Customer,44,F,1,Unknown,Married,Less than RM40K,Blue,38,3242,799,1424,37
768460908,Existing Customer,59,M,1,Graduate,Single,RM40K - RM60K,Blue,53,6035,1392,1551,32
718899708,Existing Customer,55,F,1,College,Married,Unknown,Blue,36,17642,1846,2148,54
714697533,Existing Customer,26,M,1,High School,Single,RM60K - RM80K,Blue,15,4327,0,2344,48
713206683,Attrited Customer,40,M,4,Graduate,Single,RM80K - RM120K,Silver,22,34516,0,1028,26
708679383,Existing Customer,44,F,2,Unknown,Unknown,Less than RM40K,Blue,32,4852,1777,1775,55
713067033,Existing Customer,37,M,2,Uneducated,Single,Unknown,Blue,28,7147,1424,2539,50
789314133,Existing Customer,37,M,1,High School,Married,RM60K - RM80K,Blue,27,10320,1799,1754,45
713956308,Existing Customer,65,F,0,Graduate,Married,Less than RM40K,Blue,49,3297,2297,1894,56
711595833,Existing Customer,46,M,3,College,Married,RM60K - RM80K,Blue,36,9981,807,1456,30
779521533,Existing Customer,53,M,2,High School,Married,RM120K +,Blue,36,3329,1092,1978,33
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than RM40K,Blue,36,5991,1993,1867,53
716487408,Existing Customer,48,M,3,Graduate,Married,RM40K - RM60K,Blue,30,3235,2517,1637,43
719338383,Existing Customer,34,M,2,High School,Married,RM120K +,Blue,21,6259,1063,1836,50
710523333,Existing Customer,65,M,0,Graduate,Married,Less than RM40K,Blue,56,2541,1616,1416,27
787489083,Existing Customer,55,M,4,Post-Graduate,Married,RM80K - RM120K,Blue,43,21351,2517,1887,32
720747633,Existing Customer,32,M,1,Unknown,Married,RM40K - RM60K,Blue,36,8998,1471,1931,48
779480658,Existing Customer,58,F,4,Graduate,Married,Unknown,Blue,42,10247,1600,1754,44
711498258,Existing Customer,54,M,3,High School,Married,RM120K +,Blue,42,20311,1655,1266,34
709316433,Existing Customer,52,M,2,High School,Single,RM60K - RM80K,Silver,33,33182,1997,1630,43
778734108,Existing Customer,36,M,3,Uneducated,Married,RM60K - RM80K,Blue,16,1686,1252,1758,42
778388358,Attrited Customer,56,M,3,Graduate,Single,RM60K - RM80K,Blue,36,4742,855,870,24
716773533,Existing Customer,33,M,3,Graduate,Married,RM60K - RM80K,Blue,36,1726,1215,1712,48
822130683,Existing Customer,61,M,0,Graduate,Married,RM80K - RM120K,Blue,56,8420,1389,1114,34
717268458,Existing Customer,61,M,0,Graduate,Married,RM60K - RM80K,Blue,49,3352,1713,1952,50
827888433,Existing Customer,43,M,4,Uneducated,Single,RM40K - RM60K,Blue,39,6648,2242,2089,60
716522583,Existing Customer,48,F,3,College,Divorced,Less than RM40K,Blue,36,2335,1845,1362,33
789415983,Existing Customer,36,M,3,Graduate,Married,RM60K - RM80K,Blue,27,12397,1001,1888,42
719819958,Existing Customer,34,M,2,Uneducated,Married,RM40K - RM60K,Blue,26,1438.3,708,2243,43
769579608,Existing Customer,53,F,1,Graduate,Single,Less than RM40K,Blue,46,2240,1601,3795,70
772353408,Existing Customer,43,F,5,Unknown,Single,RM40K - RM60K,Blue,33,5330,1161,1441,43
716615583,Existing Customer,61,F,1,High School,Married,Less than RM40K,Blue,51,1795,794,1834,59
781131483,Existing Customer,55,M,2,High School,Married,RM80K - RM120K,Blue,47,5741,1894,2170,51
719101908,Existing Customer,51,F,1,Graduate,Married,Unknown,Blue,39,2002,1248,1585,40
720521808,Existing Customer,38,M,1,Graduate,Single,RM80K - RM120K,Blue,19,25662,1515,1484,36
718136283,Existing Customer,52,M,2,Uneducated,Single,RM80K - RM120K,Blue,36,22103,1515,1541,29
778855383,Existing Customer,36,F,5,High School,Married,Less than RM40K,Blue,17,1438.3,0,1975,40
779722308,Attrited Customer,45,F,3,High School,Married,RM40K - RM60K,Blue,30,12355,0,1044,28
818926833,Existing Customer,34,F,3,College,Married,RM40K - RM60K,Blue,29,2000,0,1944,42
721217283,Existing Customer,27,M,0,Graduate,Single,RM120K +,Blue,17,8713,1354,2094,36
717167283,Existing Customer,49,F,5,Unknown,Divorced,Less than RM40K,Blue,36,9165,0,1846,56
713371233,Existing Customer,43,F,1,Graduate,Married,Less than RM40K,Silver,31,11583,631,3320,55
778426608,Existing Customer,52,M,4,Graduate,Married,RM80K - RM120K,Blue,32,1438.3,702,1805,53
713823033,Attrited Customer,31,F,2,Unknown,Married,Unknown,Blue,20,8149,0,808,30
787515333,Attrited Customer,40,M,3,Uneducated,Married,RM80K - RM120K,Blue,29,3616,1151,820,21
710944608,Existing Customer,39,M,3,Graduate,Unknown,RM80K - RM120K,Blue,31,8434,2222,1414,27
718444233,Existing Customer,45,M,3,Graduate,Married,RM60K - RM80K,Blue,25,9791,1311,1649,59
771099183,Existing Customer,37,F,2,Graduate,Single,Less than RM40K,Blue,24,8444,1945,2497,74
770241333,Existing Customer,49,F,4,Graduate,Divorced,Less than RM40K,Blue,43,2228,1003,2104,44
710819733,Attrited Customer,56,M,3,Graduate,Married,RM120K +,Blue,36,12211,0,903,29
772155108,Existing Customer,62,F,0,High School,Married,Less than RM40K,Blue,51,1438.3,0,1445,38
798796233,Existing Customer,37,F,3,High School,Married,RM40K - RM60K,Blue,31,1586,1038,1724,24
815472108,Existing Customer,42,M,3,High School,Single,RM40K - RM60K,Blue,37,2247,1045,1300,31
769145733,Existing Customer,36,M,3,Graduate,Single,RM60K - RM80K,Blue,30,2789,1584,2688,60
783364233,Existing Customer,59,M,0,Graduate,Married,RM40K - RM60K,Blue,53,4241,0,1798,45
772236108,Existing Customer,40,F,1,Graduate,Married,Unknown,Blue,29,8398,1892,1489,29
715640358,Existing Customer,43,M,3,High School,Single,RM40K - RM60K,Blue,36,4112,768,1334,40
713529858,Existing Customer,29,M,2,Graduate,Divorced,RM40K - RM60K,Silver,22,15578,1383,2492,71
715684308,Existing Customer,42,F,4,Graduate,Married,RM40K - RM60K,Blue,36,4008,1636,1395,43
709451508,Existing Customer,63,F,1,High School,Married,Unknown,Blue,50,12766,0,1191,28
709204158,Existing Customer,36,F,2,Post-Graduate,Single,Less than RM40K,Blue,24,3438,1129,2331,56
713182458,Existing Customer,53,M,4,High School,Married,RM80K - RM120K,Blue,43,16692,2446,1288,29
710624658,Existing Customer,36,F,2,Uneducated,Married,Less than RM40K,Blue,36,4066,1639,3040,56
716355783,Existing Customer,36,M,3,Unknown,Married,RM60K - RM80K,Blue,30,13080,0,1999,44
716793108,Existing Customer,26,M,0,College,Single,Less than RM40K,Blue,36,1934,1070,2334,61
716162583,Existing Customer,45,F,0,Unknown,Single,Less than RM40K,Blue,36,3230,2517,1931,57
714051033,Existing Customer,55,F,0,Graduate,Married,Less than RM40K,Blue,36,3615,1699,1967,40
715007583,Existing Customer,61,F,0,Unknown,Unknown,Unknown,Blue,36,1801,0,3193,62
719139558,Existing Customer,26,M,0,Uneducated,Single,Less than RM40K,Blue,36,2665,1567,2514,64
794632308,Existing Customer,40,M,4,Graduate,Married,RM60K - RM80K,Silver,25,28822,2517,1504,35
770662383,Existing Customer,38,M,2,Graduate,Single,RM40K - RM60K,Blue,24,14632,1158,1399,36
714787383,Existing Customer,32,F,0,College,Married,Unknown,Blue,36,6715,1314,1731,41
714700158,Existing Customer,53,M,2,Unknown,Married,RM60K - RM80K,Blue,46,6658,1761,1309,40
710581758,Existing Customer,52,F,2,Graduate,Single,RM40K - RM60K,Blue,44,3360,1219,1309,30
720497958,Existing Customer,29,M,1,Graduate,Married,RM80K - RM120K,Blue,14,14853,0,1800,41
720920058,Existing Customer,38,M,2,Graduate,Married,RM60K - RM80K,Blue,25,4800,1212,2935,62
710872233,Existing Customer,27,M,0,Unknown,Single,RM40K - RM60K,Blue,17,4610,0,2280,49
709855608,Existing Customer,46,F,4,High School,Married,Less than RM40K,Blue,36,1438.3,981,1114,33
815484783,Existing Customer,57,M,0,Uneducated,Single,RM60K - RM80K,Blue,42,8377,1211,1797,44
771602883,Existing Customer,42,M,3,High School,Single,RM80K - RM120K,Blue,30,4147,1719,1776,44
755953308,Existing Customer,62,F,0,Post-Graduate,Married,RM40K - RM60K,Blue,55,2644,2207,1194,30
758408883,Existing Customer,37,F,1,Graduate,Unknown,RM40K - RM60K,Blue,30,13355,1631,1921,37
717940008,Existing Customer,57,F,2,Unknown,Divorced,RM40K - RM60K,Blue,36,3251,1887,3228,67
720917808,Existing Customer,35,M,2,High School,Single,RM40K - RM60K,Blue,36,2100,950,2623,74
812801958,Existing Customer,55,F,1,Unknown,Married,Less than RM40K,Blue,50,3566,1401,2425,54
714997683,Existing Customer,56,F,4,Graduate,Married,Unknown,Blue,49,14915,1111,1388,35
709379283,Existing Customer,39,M,2,Graduate,Married,RM60K - RM80K,Blue,27,13003,0,1697,40
